[07:59:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=08:00:00
[08:00:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[08:00:05] ⏰ [自动任务] 开始执行任务: 1774712054103
[08:00:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 08:00:00, target_date=2026-03-31
[21:05:53] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:05:54] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:05:59] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:01] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:07] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:10] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:15] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:16] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:21] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:25] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:29] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:31] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:36] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:06:39] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:06:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=21:07:00
[21:06:43] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:06:50] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:06:57] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:07:04] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:07:05] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[21:07:05] ⏰ [自动任务] 开始执行任务: 1774712054103 account=acc_1
[21:07:05] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 21:07:00, target_date=2026-03-31
[21:07:05] 🚀 [终极递送器] 启动主组合递送: [{'place': '3', 'time': '18:00'}, {'place': '4', 'time': '18:00'}]
[21:07:05] [极速订场] 开始 date=2026-03-31 单路递送+refill round_interval=0.25s refill_poll=0.5s min_post_interval=4.0s budget=360.0s
[21:07:06] [极速订场] 拉活成功，开始递送
[21:07:06] [极速订场] 第一组由 matrix 算出 level=2 items=[{'place': '12', 'time': '18:00'}]
[21:07:06] [极速订场] 首单批次 group=primary (主组) items=[{'place': '12', 'time': '18:00'}]
[21:07:06] [极速订场] 首单 第1次提交 action=stop_success items=[{'place': '12', 'time': '18:00'}]
[21:07:06] [极速订场] 首单被接受但目标约束未满足，进入refill继续重算
[21:07:08] [极速订场] refill 矩阵完成 fetch_n=1 wall=21:07:04.035 elapsed_ms=1857
[21:07:08] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:10] [极速订场] refill 矩阵完成 fetch_n=2 wall=21:07:05.802 elapsed_ms=1263
[21:07:10] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:11] [极速订场] refill 矩阵完成 fetch_n=3 wall=21:07:07.470 elapsed_ms=1164
[21:07:11] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:13] [极速订场] refill 矩阵完成 fetch_n=4 wall=21:07:09.018 elapsed_ms=1047
[21:07:13] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:15] [极速订场] refill 矩阵完成 fetch_n=5 wall=21:07:11.100 elapsed_ms=1577
[21:07:15] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:17] [极速订场] refill 矩阵完成 fetch_n=6 wall=21:07:12.874 elapsed_ms=1270
[21:07:17] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:21] [极速订场] refill 矩阵完成 fetch_n=7 wall=21:07:15.617 elapsed_ms=2239
[21:07:21] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:21] [极速订场] refill 矩阵完成 fetch_n=8 wall=21:07:17.547 elapsed_ms=1426
[21:07:21] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:23] [极速订场] refill 矩阵完成 fetch_n=9 wall=21:07:19.541 elapsed_ms=1492
[21:07:23] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:07:25] [极速订场] refill 矩阵完成 fetch_n=10 wall=21:07:21.196 elapsed_ms=1152
[21:07:25] [极速订场] refill 连续 10 次无满足约束候选，已达阈值 10，早停 缺口={'18:00': 2}
[21:07:25] 📊 [run-metric] task=1774712054103 matrix_attempts=1 submit_req=1 post_timeout=0 mx_fail=0 mx_timeout=0 first_matrix=Nonems first_submit=0ms first_post=0ms first_success=Nonems p95=20736ms last_ev=''
[21:07:25] 🔄 [quiet-window] 进入 recovering，owner=1774712054103，reason=task-finally
[21:07:25] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:07:32] 🔇 [refill#1772093525261] 已跳过：静默窗口中，已阻止Refill 轮询访问馆方接口。
[21:07:33] 🔓 [quiet-window] 已释放，reason=recovering-finished
[21:07:39] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:07:42] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:07:47] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:07:50] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:07:55] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:07:57] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:02] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:03] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:08] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:11] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:15] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:17] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:22] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:25] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:29] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:33] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:37] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:39] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:40] 🔇 [quiet-window] 进入 pre_quiet，owner=1774712054103，fire_at=21:09:00
[21:08:44] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:47] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:51] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:54] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:08:58] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:08:59] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:04] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:06] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:07] 🔫 [quiet-window] 进入 fire_window，owner=1774712054103
[21:09:07] ⏰ [自动任务] 开始执行任务: 1774712054103 account=acc_2
[21:09:07] 🕒 [时间对齐] server_offset=0.0s, base_run=2026-03-29 21:09:00, target_date=2026-03-31
[21:09:07] 🚀 [终极递送器] 启动主组合递送: [{'place': '3', 'time': '18:00'}, {'place': '4', 'time': '18:00'}]
[21:09:07] [极速订场] 开始 date=2026-03-31 单路递送+refill round_interval=0.25s refill_poll=0.5s min_post_interval=4.0s budget=360.0s
[21:09:09] [极速订场] 拉活成功，开始递送
[21:09:09] [极速订场] 第一组由 matrix 算出 level=2 items=[{'place': '12', 'time': '18:00'}]
[21:09:09] [极速订场] 首单批次 group=primary (主组) items=[{'place': '12', 'time': '18:00'}]
[21:09:10] [极速订场] 首单 第1次提交 action=stop_success items=[{'place': '12', 'time': '18:00'}]
[21:09:10] [极速订场] 首单被接受但目标约束未满足，进入refill继续重算
[21:09:12] [极速订场] refill 矩阵完成 fetch_n=1 wall=21:09:07.534 elapsed_ms=1344
[21:09:12] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:13] [极速订场] refill 矩阵完成 fetch_n=2 wall=21:09:09.459 elapsed_ms=1422
[21:09:13] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:15] [极速订场] refill 矩阵完成 fetch_n=3 wall=21:09:11.293 elapsed_ms=1330
[21:09:15] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:17] [极速订场] refill 矩阵完成 fetch_n=4 wall=21:09:13.145 elapsed_ms=1349
[21:09:17] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:19] [极速订场] refill 矩阵完成 fetch_n=5 wall=21:09:15.170 elapsed_ms=1521
[21:09:19] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:23] [极速订场] refill 矩阵完成 fetch_n=6 wall=21:09:17.828 elapsed_ms=2155
[21:09:23] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:24] [极速订场] refill 矩阵完成 fetch_n=7 wall=21:09:20.040 elapsed_ms=1707
[21:09:24] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:26] [极速订场] refill 矩阵完成 fetch_n=8 wall=21:09:21.770 elapsed_ms=1226
[21:09:26] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:27] [极速订场] refill 矩阵完成 fetch_n=9 wall=21:09:23.401 elapsed_ms=1127
[21:09:27] [极速订场] refill 本轮无满足约束候选，缺口={'18:00': 2}，短等待后重拉
[21:09:29] [极速订场] refill 矩阵完成 fetch_n=10 wall=21:09:25.043 elapsed_ms=1137
[21:09:29] [极速订场] refill 连续 10 次无满足约束候选，已达阈值 10，早停 缺口={'18:00': 2}
[21:09:29] 📊 [run-metric] task=1774712054103 matrix_attempts=1 submit_req=1 post_timeout=0 mx_fail=0 mx_timeout=0 first_matrix=Nonems first_submit=0ms first_post=0ms first_success=Nonems p95=22444ms last_ev=''
[21:09:29] 🔄 [quiet-window] 进入 recovering，owner=1774712054103，reason=task-finally
[21:09:29] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:33] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:37] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:37] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:38] 🔓 [quiet-window] 已释放，reason=recovering-finished
[21:09:44] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:46] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:51] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:52] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:09:57] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:09:59] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:05] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:08] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:13] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:14] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:20] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:21] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:26] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:30] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:33] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:35] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:40] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:43] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:45] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:48] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:10:53] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:10:55] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:01] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:04] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:08] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:12] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:16] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:16] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:21] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:26] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:30] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:30] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:35] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:37] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:43] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:46] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:51] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:51] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:11:57] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:11:59] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:12:04] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:12:08] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:12:12] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:12:12] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:12:18] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:12:22] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:12:26] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
[21:12:28] 🙈 [refill#1772093525261|auto|acc_1] 当前无可补订组合，缺口: {'14:00': 2, '15:00': 1}
[21:12:32] 🧩 [refill#1772093525261|auto|acc_1] 开始执行: date=2026-04-04, target_count=2, times=['14:00', '15:00'], places=14
